number,id,CODE,name,province,state,long,lat,dc,type,lastUpdate,sa3,sa3name,sa4,sa4name,region
7185,urn:australiapost.com.au:postcode:3658_TYAAK,3658,TYAAK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.111854,-37.241401,BROADFORD,Delivery Area,2020-02-06,20904,Whittlesea - Wallan,209,Melbourne - North East,R3
7186,urn:australiapost.com.au:postcode:3658_WATERFORDPARK,3658,WATERFORD PARK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.111854,-37.241401,BROADFORD,Delivery Area,2020-02-06,20904,Whittlesea - Wallan,209,Melbourne - North East,R3
7187,urn:australiapost.com.au:postcode:3659_SUGARLOAFCREEK,3659,SUGARLOAF CREEK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.07088,-37.110344,BROADFORD,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7188,urn:australiapost.com.au:postcode:3659_TALLAROOK,3659,TALLAROOK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.07088,-37.110344,TALLAROOK,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7189,urn:australiapost.com.au:postcode:3660_CAVEAT,3660,CAVEAT,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.257867,-37.035925,SEYMOUR,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7190,urn:australiapost.com.au:postcode:3660_DROPMORE,3660,DROPMORE,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.257867,-37.035925,SEYMOUR,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7191,urn:australiapost.com.au:postcode:3660_DYSART,3660,DYSART,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.257867,-37.035925,SEYMOUR,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7192,urn:australiapost.com.au:postcode:3660_HIGHLANDS,3660,HIGHLANDS,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.257867,-37.035925,SEYMOUR,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
20915,urn:australiapost.com.au:postcode:3660_HILLDENE,3660,HILLDENE,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.0457777,-37.03704373,,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7193,urn:australiapost.com.au:postcode:3660_KERRISDALE,3660,KERRISDALE,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.257867,-37.035925,SEYMOUR,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7194,urn:australiapost.com.au:postcode:3660_KOBYBOYN,3660,KOBYBOYN,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.257867,-37.035925,SEYMOUR,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7195,urn:australiapost.com.au:postcode:3660_NORTHWOOD,3660,NORTHWOOD,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.257867,-37.035925,SEYMOUR,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7196,urn:australiapost.com.au:postcode:3660_SEYMOUR,3660,SEYMOUR,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.257867,-37.035925,SEYMOUR,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7197,urn:australiapost.com.au:postcode:3660_SEYMOURSOUTH,3660,SEYMOUR SOUTH,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.257867,-37.035925,SEYMOUR,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7198,urn:australiapost.com.au:postcode:3660_TRAWOOL,3660,TRAWOOL,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.257867,-37.035925,SEYMOUR,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7199,urn:australiapost.com.au:postcode:3660_WHITEHEADSCREEK,3660,WHITEHEADS CREEK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.257867,-37.035925,SEYMOUR,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7200,urn:australiapost.com.au:postcode:3661_SEYMOUR,3661,SEYMOUR,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.535346,-38.195993,SEYMOUR,Post Office Boxes,2020-03-25,20401,Upper Goulburn Valley,204,Hume,R3
20916,urn:australiapost.com.au:postcode:3662_PUCKAPUNYAL,3662,PUCKAPUNYAL,urn:iso:std:iso:3166:-2:AU-VIC,VIC,144.9486555,-36.9356483,Victoria Country 2,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7201,urn:australiapost.com.au:postcode:3662_PUCKAPUNYALMILPO,3662,PUCKAPUNYAL MILPO,urn:iso:std:iso:3166:-2:AU-VIC,VIC,144.960214,-36.939204,Victoria Country 2,,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7202,urn:australiapost.com.au:postcode:3663_MANGALORE,3663,MANGALORE,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.158863,-36.910878,SEYMOUR,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7203,urn:australiapost.com.au:postcode:3664_AVENEL,3664,AVENEL,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.298203,-36.927251,AVENEL,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
20917,urn:australiapost.com.au:postcode:3664_UPTONHILL,3664,UPTON HILL,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.4034627,-36.89547953,Avenel,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7204,urn:australiapost.com.au:postcode:3665_LOCKSLEY,3665,LOCKSLEY,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.357627,-36.844091,LONGWOOD,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7205,urn:australiapost.com.au:postcode:3665_LONGWOOD,3665,LONGWOOD,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.357627,-36.844091,LONGWOOD,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7206,urn:australiapost.com.au:postcode:3665_PRANJIP,3665,PRANJIP,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.357627,-36.844091,LONGWOOD,Delivery Area,2020-02-06,20401,Upper Goulburn Valley,204,Hume,R3
7207,urn:australiapost.com.au:postcode:3666_BALMATTUM,3666,BALMATTUM,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7208,urn:australiapost.com.au:postcode:3666_CREIGHTON,3666,CREIGHTON,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7209,urn:australiapost.com.au:postcode:3666_CREIGHTONSCREEK,3666,CREIGHTONS CREEK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7210,urn:australiapost.com.au:postcode:3666_EUROA,3666,EUROA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7211,urn:australiapost.com.au:postcode:3666_GOORAM,3666,GOORAM,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7212,urn:australiapost.com.au:postcode:3666_KELVINVIEW,3666,KELVIN VIEW,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7213,urn:australiapost.com.au:postcode:3666_KITHBROOK,3666,KITHBROOK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
20918,urn:australiapost.com.au:postcode:3666_LONGWOODEAST,3666,LONGWOOD EAST,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.4559546,-36.8382328,Strathbogie,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7214,urn:australiapost.com.au:postcode:3666_MIEPOLL,3666,MIEPOLL,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7215,urn:australiapost.com.au:postcode:3666_MOGLONEMBY,3666,MOGLONEMBY,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7216,urn:australiapost.com.au:postcode:3666_MOLKA,3666,MOLKA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
20919,urn:australiapost.com.au:postcode:3666_PRANJIP,3666,PRANJIP,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.3825696,-36.73207618,Strathbogie,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7217,urn:australiapost.com.au:postcode:3666_RIGGSCREEK,3666,RIGGS CREEK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7218,urn:australiapost.com.au:postcode:3666_RUFFY,3666,RUFFY,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7219,urn:australiapost.com.au:postcode:3666_SHEANSCREEK,3666,SHEANS CREEK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7220,urn:australiapost.com.au:postcode:3666_STRATHBOGIE,3666,STRATHBOGIE,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,STRATHBOGIE,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7221,urn:australiapost.com.au:postcode:3666_TARCOMBE,3666,TARCOMBE,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.565512,-36.786777,EUROA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7222,urn:australiapost.com.au:postcode:3669_BOHO,3669,BOHO,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.708668,-36.625333,VIOLET TOWN LPO,Delivery Area,2020-02-06,21603,Shepparton,216,Shepparton,R3
7223,urn:australiapost.com.au:postcode:3669_BOHOSOUTH,3669,BOHO SOUTH,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.708668,-36.625333,VIOLET TOWN LPO,Delivery Area,2020-02-06,21603,Shepparton,216,Shepparton,R3
7224,urn:australiapost.com.au:postcode:3669_CREEKJUNCTION,3669,CREEK JUNCTION,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.708668,-36.625333,VIOLET TOWN LPO,Delivery Area,2020-02-06,21603,Shepparton,216,Shepparton,R3
7225,urn:australiapost.com.au:postcode:3669_EARLSTON,3669,EARLSTON,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.708668,-36.625333,VIOLET TOWN LPO,Delivery Area,2020-02-06,21603,Shepparton,216,Shepparton,R3
7226,urn:australiapost.com.au:postcode:3669_GOWANGARDIE,3669,GOWANGARDIE,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.708668,-36.625333,VIOLET TOWN LPO,Delivery Area,2020-02-06,21603,Shepparton,216,Shepparton,R3
7227,urn:australiapost.com.au:postcode:3669_KOONDA,3669,KOONDA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.708668,-36.625333,VIOLET TOWN LPO,Delivery Area,2020-02-06,21603,Shepparton,216,Shepparton,R3
7228,urn:australiapost.com.au:postcode:3669_MARRAWEENEY,3669,MARRAWEENEY,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.708668,-36.625333,VIOLET TOWN LPO,Delivery Area,2020-02-06,21603,Shepparton,216,Shepparton,R3
7229,urn:australiapost.com.au:postcode:3669_TAMLEUGH,3669,TAMLEUGH,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.708668,-36.625333,VIOLET TOWN LPO,Delivery Area,2020-02-06,21603,Shepparton,216,Shepparton,R3
7230,urn:australiapost.com.au:postcode:3669_TAMLEUGHNORTH,3669,TAMLEUGH NORTH,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.708668,-36.625333,VIOLET TOWN LPO,Delivery Area,2020-02-06,21603,Shepparton,216,Shepparton,R3
20920,urn:australiapost.com.au:postcode:3669_UPOTIPOTPON,3669,UPOTIPOTPON,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.8003272,-36.49668169,Victoria Country 3,Delivery Area,2020-02-06,21603,Shepparton,216,Shepparton,R3
7231,urn:australiapost.com.au:postcode:3669_VIOLETTOWN,3669,VIOLET TOWN,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.708668,-36.625333,VIOLET TOWN LPO,Delivery Area,2020-02-06,21603,Shepparton,216,Shepparton,R3
7232,urn:australiapost.com.au:postcode:3670_BADDAGINNIE,3670,BADDAGINNIE,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.852449,-36.623748,BADDAGINNIE,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7233,urn:australiapost.com.au:postcode:3670_TARNOOK,3670,TARNOOK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.852449,-36.623748,BADDAGINNIE,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7234,urn:australiapost.com.au:postcode:3670_WARRENBAYNE,3670,WARRENBAYNE,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.852449,-36.623748,BADDAGINNIE,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7235,urn:australiapost.com.au:postcode:3671_BENALLA,3671,BENALLA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.420691,-36.385144,BENALLA,Post Office Boxes,2020-03-25,20402,Wangaratta - Benalla,204,Hume,R3
7236,urn:australiapost.com.au:postcode:3672_BENALLA,3672,BENALLA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.977761,-36.554936,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7237,urn:australiapost.com.au:postcode:3672_BENALLAWEST,3672,BENALLA WEST,urn:iso:std:iso:3166:-2:AU-VIC,VIC,145.977761,-36.554936,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7238,urn:australiapost.com.au:postcode:3673_BENALLA,3673,BENALLA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,Victoria Country 4,,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7239,urn:australiapost.com.au:postcode:3673_BROKENCREEK,3673,BROKEN CREEK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7240,urn:australiapost.com.au:postcode:3673_GOOMALIBEE,3673,GOOMALIBEE,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7241,urn:australiapost.com.au:postcode:3673_KILFEERA,3673,KILFEERA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,Victoria Country 4,,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7242,urn:australiapost.com.au:postcode:3673_LAKEMOKOAN,3673,LAKE MOKOAN,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,Victoria Country 4,,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7243,urn:australiapost.com.au:postcode:3673_LIMA,3673,LIMA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7244,urn:australiapost.com.au:postcode:3673_LIMAEAST,3673,LIMA EAST,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7245,urn:australiapost.com.au:postcode:3673_LIMASOUTH,3673,LIMA SOUTH,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7246,urn:australiapost.com.au:postcode:3673_LURG,3673,LURG,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7247,urn:australiapost.com.au:postcode:3673_MOLYULLAH,3673,MOLYULLAH,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7248,urn:australiapost.com.au:postcode:3673_MOORNGAG,3673,MOORNGAG,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7249,urn:australiapost.com.au:postcode:3673_SAMARIA,3673,SAMARIA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7250,urn:australiapost.com.au:postcode:3673_SWANPOOL,3673,SWANPOOL,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7251,urn:australiapost.com.au:postcode:3673_TATONG,3673,TATONG,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7252,urn:australiapost.com.au:postcode:3673_UPOTIPOTPON,3673,UPOTIPOTPON,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7253,urn:australiapost.com.au:postcode:3673_UPPERLURG,3673,UPPER LURG,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7254,urn:australiapost.com.au:postcode:3673_UPPERRYANSCREEK,3673,UPPER RYANS CREEK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7255,urn:australiapost.com.au:postcode:3673_WINTON,3673,WINTON,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7256,urn:australiapost.com.au:postcode:3673_WINTONNORTH,3673,WINTON NORTH,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.062514,-36.669929,BENALLA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7257,urn:australiapost.com.au:postcode:3675_BOWEYA,3675,BOWEYA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.266835,-36.565078,GLENROWAN,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7258,urn:australiapost.com.au:postcode:3675_BOWEYANORTH,3675,BOWEYA NORTH,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.266835,-36.565078,GLENROWAN,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7259,urn:australiapost.com.au:postcode:3675_GLENROWAN,3675,GLENROWAN,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.266835,-36.565078,GLENROWAN,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7260,urn:australiapost.com.au:postcode:3675_GLENROWANWEST,3675,GLENROWAN WEST,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.266835,-36.565078,GLENROWAN,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7261,urn:australiapost.com.au:postcode:3675_GRETA,3675,GRETA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.266835,-36.565078,GRETA WEST,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7262,urn:australiapost.com.au:postcode:3675_GRETASOUTH,3675,GRETA SOUTH,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.266835,-36.565078,GLENROWAN,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7263,urn:australiapost.com.au:postcode:3675_GRETAWEST,3675,GRETA WEST,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.266835,-36.565078,GRETA WEST,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7264,urn:australiapost.com.au:postcode:3675_HANSONVILLE,3675,HANSONVILLE,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.266835,-36.565078,GLENROWAN,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7265,urn:australiapost.com.au:postcode:3675_MOUNTBRUNO,3675,MOUNT BRUNO,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.266835,-36.565078,GLENROWAN,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7266,urn:australiapost.com.au:postcode:3675_TAMINICK,3675,TAMINICK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.266835,-36.565078,GLENROWAN,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7267,urn:australiapost.com.au:postcode:3676_WANGARATTA,3676,WANGARATTA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.338612,-36.341245,WANGARATTA,Post Office Boxes,2020-03-25,20402,Wangaratta - Benalla,204,Hume,R3
7268,urn:australiapost.com.au:postcode:3677_APPINPARK,3677,APPIN PARK,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.330564,-36.358017,WANGARATTA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7269,urn:australiapost.com.au:postcode:3677_WANGARATTA,3677,WANGARATTA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.330564,-36.358017,WANGARATTA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7270,urn:australiapost.com.au:postcode:3677_WANGARATTAWEST,3677,WANGARATTA WEST,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.330564,-36.358017,WANGARATTA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7271,urn:australiapost.com.au:postcode:3677_YARRUNGA,3677,YARRUNGA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.330564,-36.358017,WANGARATTA,Delivery Area,2020-02-06,20402,Wangaratta - Benalla,204,Hume,R3
7272,urn:australiapost.com.au:postcode:3678_BOBINAWARRAH,3678,BOBINAWARRAH,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,MILAWA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7273,urn:australiapost.com.au:postcode:3678_BOORHAMAN,3678,BOORHAMAN,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7274,urn:australiapost.com.au:postcode:3678_BOORHAMANEAST,3678,BOORHAMAN EAST,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7275,urn:australiapost.com.au:postcode:3678_BOWSER,3678,BOWSER,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7276,urn:australiapost.com.au:postcode:3678_BYAWATHA,3678,BYAWATHA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
6993,urn:australiapost.com.au:postcode:3678_CARBOOR,3678,CARBOOR,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
6994,urn:australiapost.com.au:postcode:3678_CHESHUNT,3678,CHESHUNT,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
6995,urn:australiapost.com.au:postcode:3678_CHESHUNTSOUTH,3678,CHESHUNT SOUTH,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
6996,urn:australiapost.com.au:postcode:3678_DOCKER,3678,DOCKER,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
6997,urn:australiapost.com.au:postcode:3678_DOCKERSPLAINS,3678,DOCKERS PLAINS,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
6998,urn:australiapost.com.au:postcode:3678_EASTWANGARATTA,3678,EAST WANGARATTA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
6999,urn:australiapost.com.au:postcode:3678_EDI,3678,EDI,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7000,urn:australiapost.com.au:postcode:3678_EDIUPPER,3678,EDI UPPER,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7001,urn:australiapost.com.au:postcode:3678_EVERTON,3678,EVERTON,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7002,urn:australiapost.com.au:postcode:3678_EVERTONUPPER,3678,EVERTON UPPER,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7003,urn:australiapost.com.au:postcode:3678_KILLAWARRA,3678,KILLAWARRA,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7004,urn:australiapost.com.au:postcode:3678_KINGVALLEY,3678,KING VALLEY,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
7005,urn:australiapost.com.au:postcode:3678_LACEBY,3678,LACEBY,urn:iso:std:iso:3166:-2:AU-VIC,VIC,146.482439,-36.68892,WANGARATTA,Delivery Area,2020-02-06,21602,Moira,216,Shepparton,R3
